PeakID (cmd=annotatePeaks.pl tal1_specific.bed mm10 -annStats tal1_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
tal1_peak_2342	chrX	7198708	7198749	+	245	NA	intron (NM_001243762, intron 3 of 13)	B1F1|SINE|Alu	-10014	NM_016691	12728	Mm.486257	NM_016691	ENSMUSG00000004317	Clcn5	5430408K11Rik|ClC-5|Clc4-1|Clc5|Clcn4-1|D930009B12Rik|DXImx42e|Sfc13|T25545	chloride channel, voltage-sensitive 5	protein-coding
tal1_peak_1725	chr7	127036573	127036615	+	245	NA	intron (NM_145588, intron 1 of 13)	B1_Mus1|SINE|Alu	5826	NM_145588	110033	Mm.286488	NM_145588	ENSMUSG00000030677	Kif22	AU021460|C81217|Kid|Kif22a	kinesin family member 22	protein-coding
tal1_peak_722	chr16	8174946	8174987	+	245	NA	Intergenic	7SLRNA|srpRNA|srpRNA	250170	NM_029070	74720	Mm.159318	NM_029070	ENSMUSG00000022715	Tmem114	4930511J11Rik|Cldn26	transmembrane protein 114	protein-coding
tal1_peak_1560	chr6	54443612	54443653	+	245	NA	intron (NM_001167861, intron 1 of 7)	B1_Mur2|SINE|Alu	-13411	NR_033635	100042056	Mm.448157	NM_198118	ENSMUSG00000073067	9130019P16Rik	6430501H15Rik	RIKEN cDNA 9130019P16 gene	ncRNA
tal1_peak_1405	chr5	31050404	31050445	+	245	NA	intron (NM_027855, intron 2 of 6)	PB1D11|SINE|Alu	-1500	NM_001177622	330064	Mm.205463	NM_177870	ENSMUSG00000006641	Slc5a6	E430023I20	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	protein-coding
tal1_peak_1569	chr6	72330308	72330347	+	245	NA	intron (NM_138592, intron 7 of 12)	PB1D10|SINE|Alu	14848	NM_138592	28035	Mm.281900	NM_138592	ENSMUSG00000056305	Usp39	AA408960|AI894154|CGI-21|D6Wsu157e|SAD1	ubiquitin specific peptidase 39	protein-coding
tal1_peak_64	chr1	90682118	90682165	+	245	NA	Intergenic	B1_Mus2|SINE|Alu	78716	NM_133805	108679	Mm.119177	NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|AA408242|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding
tal1_peak_1218	chr3	85899835	85899877	+	245	NA	Intergenic	B1F|SINE|Alu	-12338	NM_177130	320302	Mm.482978	NM_177130	ENSMUSG00000031286	Glt28d2	4732486J07Rik|Glt28d1l	glycosyltransferase 28 domain containing 2	protein-coding
tal1_peak_19	chr1	37063232	37063297	+	245	NA	intron (NM_001370829, intron 6 of 16)	B4A|SINE|B4	33951	NM_001370829	70853	Mm.148848	NM_027580	ENSMUSG00000050122	Vwa3b	4921511C04Rik|A230074B11Rik|Gm555	von Willebrand factor A domain containing 3B	protein-coding
tal1_peak_1106	chr2	104734285	104734324	+	245	NA	intron (NM_144804, intron 1 of 8)	PB1D9|SINE|Alu	8553	NM_144804	211896	Mm.288805	NM_144804	ENSMUSG00000027173	Depdc7	AV216087	DEP domain containing 7	protein-coding
tal1_peak_857	chr17	53688389	53688430	+	245	NA	intron (NM_028232, intron 1 of 8)	PB1|SINE|Alu	906	NM_028232	72415	Mm.153202	NM_028232	ENSMUSG00000023940	Sgo1	3300001M08Rik|C81037|Sgol1	shugoshin 1	protein-coding
tal1_peak_1788	chr8	36569354	36569394	+	244	NA	3' UTR (NM_001194941, exon 14 of 14)	3' UTR (NM_001194941, exon 14 of 14)	44569	NM_015802	50768	Mm.125155	NM_015802	ENSMUSG00000031523	Dlc1	A730069N07Rik|Arhgap7|HP|STARD12|dlc-1	deleted in liver cancer 1	protein-coding
tal1_peak_1279	chr4	29207900	29207943	+	232	NA	Intergenic	B1_Mus1|SINE|Alu	139842	NR_151693	102634169		NR_151693		Gm11917	-	predicted gene 11917	ncRNA
tal1_peak_697	chr15	82218699	82218740	+	226	NA	Intergenic	ID_B1|SINE|B4	5661	NM_001357758	72049	Mm.240047	NM_028075	ENSMUSG00000068105	Tnfrsf13c	2010006P15Rik|BAFF-R|Baffr|Bcmd|Bcmd-1|Bcmd1|Lvis22	tumor necrosis factor receptor superfamily, member 13c	protein-coding
tal1_peak_9	chr1	17014090	17014133	+	225	NA	intron (NM_020604, intron 3 of 4)	L1_Rod|LINE|L1	83778	NM_020604	57339	Mm.143761	NM_020604	ENSMUSG00000042686	Jph1	JP-1|Jp1	junctophilin 1	protein-coding
tal1_peak_2426	chrX	150693822	150693865	+	225	NA	Intergenic	B1_Mus2|SINE|Alu	-36260	NM_001290770	56191	Mm.3597	NM_019548	ENSMUSG00000025272	Tro	AA409408|Maged3|Maged3l|Tnn|Trol|magphinin	trophinin	protein-coding
tal1_peak_242	chr11	39512699	39512736	+	225	NA	Intergenic	B1_Mus1|SINE|Alu	-122492	NR_126439	75315	Mm.461295	NR_126439		4930553C11Rik	-	RIKEN cDNA 4930553C11 gene	ncRNA
tal1_peak_1451	chr5	111097464	111097505	+	225	NA	intron (NM_001267622, intron 3 of 22)	PB1|SINE|Alu	93340	NR_030482	735278		NR_030482	ENSMUSG00000076163	Mir701	Mirn701|mir-701|mmu-mir-701	microRNA 701	ncRNA
tal1_peak_2408	chrX	103264983	103265022	+	225	NA	Intergenic	B1_Mm|SINE|Alu	-8388	NM_001358270	75106	Mm.1441	NM_029170		4930519F16Rik	Ppnx	RIKEN cDNA 4930519F16 gene	protein-coding
tal1_peak_484	chr13	54276401	54276441	+	225	NA	Intergenic	B1F|SINE|Alu	-26135	NR_155492	12890	Mm.268902	NM_009946	ENSMUSG00000025867	Cplx2	921-L|AI413745|AW492120|Gm34843	complexin 2	protein-coding
tal1_peak_271	chr11	69784391	69784436	+	225	NA	TTS (NM_029348)	TTS (NM_029348)	11524	NM_009601	11443	Mm.86425	NM_009601	ENSMUSG00000041189	Chrnb1	Achr-2|Acrb	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	protein-coding
tal1_peak_220	chr11	3434994	3435032	+	225	NA	intron (NM_001290473, intron 1 of 5)	B1_Mus1|SINE|Alu	-17424	NR_028317	71523	Mm.72795	NM_027820	ENSMUSG00000034587	8430429K09Rik	-	RIKEN cDNA 8430429K09 gene	ncRNA
tal1_peak_676	chr15	68470598	68470640	+	225	NA	Intergenic	B4A|SINE|B4	-129330	NR_029718	387228		NR_029718	ENSMUSG00000065437	Mir30d	Mirn30d|mir-30d|mmu-mir-30d	microRNA 30d	ncRNA
tal1_peak_1601	chr6	120073926	120073965	+	225	NA	Intergenic	B1_Mus2|SINE|Alu	-19435	NM_016718	29862	Mm.103668	NM_016718	ENSMUSG00000041377	Ninj2	-	ninjurin 2	protein-coding
tal1_peak_493	chr13	61476564	61476609	+	225	NA	Intergenic	L1_Mur2|LINE|L1	65253	NM_001360721	64139	Mm.279933	NM_022326	ENSMUSG00000074871	Ctsm	1600027J17Rik|AI324100|Catm	cathepsin M	protein-coding
tal1_peak_1366	chr4	139919832	139919868	+	225	NA	Intergenic	PB1D7|SINE|Alu	13224	NR_045160	71235	Mm.61253	NR_045159	ENSMUSG00000085928	4933427I22Rik	-	RIKEN cDNA 4933427I22 gene	ncRNA
tal1_peak_2438	chrX	167053364	167053404	+	225	NA	Intergenic	B1F1|SINE|Alu	16986	NM_001101606	667794	Mm.302232	NM_001101606		Gm8817	EG667794	predicted gene 8817	protein-coding
tal1_peak_1480	chr5	131219506	131219543	+	225	NA	intron (NM_145218, intron 1 of 10)	ID_B1|SINE|B4	87998	NM_145218	212996	Mm.299204	NM_145218	ENSMUSG00000034040	Galnt17	AA388321|E330012B09Rik|Galnt19|Gcap8|Wbscr17	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding
tal1_peak_467	chr13	40989775	40989816	+	225	NA	intron (NR_155347, intron 1 of 4)	PB1D10|SINE|Alu	-11215	NM_026550	68083	Mm.24789	NM_026550	ENSMUSG00000038683	Pak1ip1	5830431I15Rik|5930415H02Rik|AA419825|AI314040|AW556169|Gdpd1|PIP1	PAK1 interacting protein 1	protein-coding
tal1_peak_592	chr14	30502537	30502575	+	225	NA	intron (NM_133761, intron 3 of 9)	PB1D11|SINE|Alu	-11400	NM_028981	12289	Mm.9772	NM_028981	ENSMUSG00000015968	Cacna1d	8430418G19Rik|C79217|Cach3|Cacn4|Cacnl1a2|Cav1.3|Cchl1a|Cchl1a2|D-LTCC	calcium channel, voltage-dependent, L type, alpha 1D subunit	protein-coding
tal1_peak_803	chr16	96938195	96938237	+	225	NA	intron (NM_031174, intron 3 of 32)	B1F|SINE|Alu	232519	NM_031174	13508	Mm.102437	NM_031174	ENSMUSG00000050272	Dscam	4932410A21Rik	DS cell adhesion molecule	protein-coding
tal1_peak_1233	chr3	103363612	103363654	+	225	NA	Intergenic	B4|SINE|B4	84340	NM_001079830	94093	Mm.195036	NM_053170	ENSMUSG00000033014	Trim33	8030451N04Rik|AI413936|Ecto|Tif1g	tripartite motif-containing 33	protein-coding
tal1_peak_1515	chr5	149282133	149282173	+	225	NA	intron (NM_009663, intron 3 of 4)	PB1D10|SINE|Alu	17149	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding
tal1_peak_1415	chr5	43007894	43007938	+	225	NA	Intergenic	B1_Mus2|SINE|Alu	-225337	NM_001368805	231207	Mm.7233	NM_175937	ENSMUSG00000039782	Cpeb2	A630055H10Rik|Cpe-bp2	cytoplasmic polyadenylation element binding protein 2	protein-coding
tal1_peak_167	chr10	59066268	59066307	+	220	NA	intron (NM_172788, intron 4 of 9)	B1F1|SINE|Alu	155560	NM_001024911	103080	Mm.346842	NM_001024910	ENSMUSG00000019917	Sept10	4921515A04Rik|9430099J10Rik|AA408298|AI874685	septin 10	protein-coding
tal1_peak_713	chr15	97587424	97587469	+	219	NA	Intergenic	7SLRNA|srpRNA|srpRNA	118376	NM_028003	71919	Mm.12255	NM_028003	ENSMUSG00000022466	Rpap3	2310042P20Rik|D15Ertd682e	RNA polymerase II associated protein 3	protein-coding
tal1_peak_1429	chr5	77026160	77026199	+	217	NA	intron (NM_027970, intron 1 of 8)	PB1D11|SINE|Alu	-7316	NR_077218	68246	Mm.319633	NR_077218	ENSMUSG00000086632	1700112J05Rik	1700110A09Rik	RIKEN cDNA 1700112J05 gene	ncRNA
tal1_peak_1193	chr3	34721681	34721722	+	207	NA	Intergenic	B1F1|SINE|Alu	-5039	NR_038347	100041108	Mm.24764	NR_038347	ENSMUSG00000105153	Gm3143	-	predicted gene 3143	ncRNA
tal1_peak_1625	chr6	148282063	148282102	+	206	NA	intron (NM_001347518, intron 10 of 18)	PB1D10|SINE|Alu	-69708	NM_026168	67456	Mm.59812	NM_026168	ENSMUSG00000030304	Ergic2	1200009B18Rik|4930572C01Rik|AA408438|Ptx1	ERGIC and golgi 2	protein-coding
tal1_peak_2096	chr9	102772296	102772335	+	206	NA	Intergenic	PB1|SINE|Alu	32667	NR_033301	434510	Mm.387937	NM_001034892	ENSMUSG00000093812	Gm5627	EG434510	predicted gene 5627	ncRNA
tal1_peak_502	chr13	72912378	72912419	+	206	NA	Intergenic	B1_Mus1|SINE|Alu	-95635	NR_046196	78446	Mm.244082	NR_046196	ENSMUSG00000113082	D730050B12Rik	-	RIKEN cDNA D730050B12 gene	ncRNA
tal1_peak_2100	chr9	106442454	106442494	+	206	NA	intron (NM_001110272, intron 3 of 4)	PB1D11|SINE|Alu	-4238	NM_025371	109652	Mm.7165	NM_025371	ENSMUSG00000023262	Acy1	1110014J22Rik|Acy-1	aminoacylase 1	protein-coding
tal1_peak_721	chr16	5515433	5515476	+	206	NA	Intergenic	PB1|SINE|Alu	-259498	NM_027446	70511	Mm.45780	NM_027446	ENSMUSG00000022544	Eef2kmt	5730409G15Rik|Fam86|Fam86a|eEF2-KMT	eukaryotic elongation factor 2 lysine methyltransferase	protein-coding
tal1_peak_993	chr19	46976091	46976130	+	206	NA	intron (NM_001164363, intron 1 of 17)	PB1|SINE|Alu	-6543	NM_001164365	76952	Mm.40965	NM_029810	ENSMUSG00000025041	Nt5c2	2010002I23Rik|CnII|Gm9751|Gmp|Nt5b|Pnt5|cN-II	5'-nucleotidase, cytosolic II	protein-coding
tal1_peak_1662	chr7	45957439	45957477	+	206	NA	Intergenic	PB1|SINE|Alu	33243	NM_001364169	211535	Mm.227539	NM_001033243	ENSMUSG00000040189	Ccdc114	-	coiled-coil domain containing 114	protein-coding
tal1_peak_50	chr1	72031860	72031898	+	206	NA	Intergenic	PB1|SINE|Alu	-26684	NR_040454	71134	Mm.370574	NR_040454	ENSMUSG00000101848	4933417E11Rik	-	RIKEN cDNA 4933417E11 gene	ncRNA
tal1_peak_85	chr1	132773755	132773794	+	206	NA	Intergenic	B1F|SINE|Alu	-31977	NM_001160317	269116	Mm.326702	NM_182716	ENSMUSG00000026442	Nfasc	AA387016|D430023G06Rik|NF|mKIAA0756	neurofascin	protein-coding
tal1_peak_5	chr1	12175161	12175200	+	206	NA	Intergenic	L1_Mur3|LINE|L1	-250806	NR_105759	102465961		NR_105759	ENSMUSG00000098555	Mir6341	Gm27262|mmu-mir-6341	microRNA 6341	ncRNA
tal1_peak_740	chr16	28560385	28560426	+	206	NA	intron (NM_010199, intron 2 of 5)	B1_Mus1|SINE|Alu	4090	NM_001357064	14167	Mm.7996	NM_010199	ENSMUSG00000022523	Fgf12	AV114868|B230343J05Rik|FGF-12|FHF-1|Fhf1	fibroblast growth factor 12	protein-coding
tal1_peak_2116	chr9	122648074	122648120	+	206	NA	Intergenic	PB1|SINE|Alu	-34779	NR_029819	387156		NR_029819	ENSMUSG00000065414	Mir138-1	Mirn138|Mirn138-1|mir-138-1	microRNA 138-1	ncRNA
tal1_peak_278	chr11	72630634	72630669	+	206	NA	intron (NM_025985, intron 1 of 5)	B1_Mus1|SINE|Alu	23390	NM_025985	67128	Mm.458052	NM_025985	ENSMUSG00000020794	Ube2g1	2700059C12Rik|AI256795|AU014992|AW552068|D130023C12Rik	ubiquitin-conjugating enzyme E2G 1	protein-coding
tal1_peak_198	chr10	91695659	91695696	+	206	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	-193152	NR_152729	102633867	Mm.351514	NR_152729	ENSMUSG00000111657	Gm31592	-	predicted gene, 31592	ncRNA
tal1_peak_1734	chr7	139743471	139743512	+	206	NA	Intergenic	B1_Mus2|SINE|Alu	-35527	NR_105827	102465215		NR_105827	ENSMUSG00000098619	Mir6401	Gm27442|mmu-mir-6401	microRNA 6401	ncRNA
tal1_peak_2399	chrX	98898996	98899037	+	206	NA	Intergenic	PB1|SINE|Alu	-7991	NM_052976	94190	Mm.33536	NM_052976	ENSMUSG00000031214	Ophn1	C130037N19Rik|Wtgr	oligophrenin 1	protein-coding
tal1_peak_131	chr10	4167887	4167925	+	206	NA	TTS (NM_001170785)	TTS (NM_001170785)	45214	NR_152620	102632515	Mm.416995	NR_152620	ENSMUSG00000111266	Gm30570	-	predicted gene, 30570	ncRNA
tal1_peak_1381	chr4	155763934	155763973	+	206	NA	TTS (NR_027972)	TTS (NR_027972)	2761	NR_027971	70448	Mm.70636	NM_175157	ENSMUSG00000054514	Atad3aos	2610204G22Rik	ATPase family, AAA domain containing 3A, opposite strand	ncRNA
tal1_peak_658	chr15	27369828	27369866	+	206	NA	Intergenic	PB1|SINE|Alu	-96830	NM_020332	11732	Mm.265264	NM_020332	ENSMUSG00000022265	Ank	Ankh|D15Ertd221e|ank|mKIAA1581	progressive ankylosis	protein-coding
tal1_peak_1484	chr5	135566888	135566928	+	196	NA	Intergenic	B1_Mus2|SINE|Alu	-3339	NM_001013412	541307	Mm.376459	NM_001013412	ENSMUSG00000070464	Ccl26	Ccl26l	chemokine (C-C motif) ligand 26	protein-coding
tal1_peak_59	chr1	85700318	85700362	+	196	NA	intron (NM_013673, intron 15 of 19)	B1F|SINE|Alu	36266	NM_177055	319997	Mm.116691	NM_177055	ENSMUSG00000052760	A630001G21Rik	-	RIKEN cDNA A630001G21 gene	protein-coding
tal1_peak_1837	chr8	105993763	105993802	+	194	NA	intron (NM_176913, intron 1 of 11)	B1_Mus2|SINE|Alu	-2009	NM_001301205	319446	Mm.248357	NM_176913	ENSMUSG00000053687	Dpep2	F630103D06Rik|MBD-2	dipeptidase 2	protein-coding
tal1_peak_994	chr19	47091748	47091787	+	186	NA	intron (NM_011053, intron 1 of 35)	B1_Mm|SINE|Alu	1001	NM_011053	18572	Mm.41166	NM_011053	ENSMUSG00000025047	Pdcd11	1110021I22Rik|ALG-4|Pdcd7|mKIAA0185	programmed cell death 11	protein-coding
tal1_peak_494	chr13	61920335	61920372	+	186	NA	Intergenic	B1_Mus2|SINE|Alu	148773	NR_028430	432812	Mm.317358	NR_028430		BC052688	-	cDNA sequence BC052688	pseudo
tal1_peak_1184	chr3	9421005	9421044	+	186	NA	intron (NR_160691, intron 3 of 3)	B1_Mus2|SINE|Alu	18004	NR_015499	320088	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA
tal1_peak_1674	chr7	71769719	71769755	+	186	NA	Intergenic	B1_Mus1|SINE|Alu	-139958	NR_130995	78156	Mm.243818	NR_130995	ENSMUSG00000108669	4930441H08Rik	-	RIKEN cDNA 4930441H08 gene	ncRNA
tal1_peak_8	chr1	16155056	16155093	+	186	NA	Intergenic	7SLRNA|srpRNA|srpRNA	49192	NM_133832	98711	Mm.274376	NM_133832	ENSMUSG00000025921	Rdh10	3110069K09Rik|4921506A21Rik|AI875664|AW549993|D1Ertd762e|m366Asp	retinol dehydrogenase 10 (all-trans)	protein-coding
tal1_peak_106	chr1	171466893	171466935	+	186	NA	Intergenic	B1_Mm|SINE|Alu	29353	NM_172647	16456	Mm.294882	NM_172647	ENSMUSG00000038235	F11r	9130004G24|AA638916|ESTM33|JAM|JAM-1|JAM-A|Jcam|Jcam1|Ly106	F11 receptor	protein-coding
tal1_peak_202	chr10	107410192	107410230	+	186	NA	intron (NM_001033223, intron 4 of 5)	B1_Mus1|SINE|Alu	75923	NM_008656	17877	Mm.4984	NM_008656	ENSMUSG00000000435	Myf5	B130010J22Rik|Myf-5|bHLHc2	myogenic factor 5	protein-coding
tal1_peak_1696	chr7	102259678	102259722	+	186	NA	Intergenic	PB1|SINE|Alu	-8119	NM_009287	20866	Mm.645	NM_009287	ENSMUSG00000030987	Stim1	SIM	stromal interaction molecule 1	protein-coding
tal1_peak_1230	chr3	101346192	101346233	+	186	NA	Intergenic	PB1|SINE|Alu	-30913	NM_207205	78908	Mm.257997	NM_207205	ENSMUSG00000042035	Igsf3	1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466	immunoglobulin superfamily, member 3	protein-coding
tal1_peak_1636	chr7	13292753	13292792	+	186	NA	intron (NM_001083188, intron 11 of 28)	B1_Mur3|SINE|Alu	13507	NM_001083188	16881	Mm.288179	NM_010715	ENSMUSG00000056394	Lig1	AL033288|LigI	ligase I, DNA, ATP-dependent	protein-coding
tal1_peak_1319	chr4	93744283	93744324	+	186	NA	Intergenic	L1_Mus3|LINE|L1	-408792	NM_026954	69136	Mm.171558	NM_026954	ENSMUSG00000054000	Tusc1	2200001D17Rik|TSG-9	tumor suppressor candidate 1	protein-coding
tal1_peak_1143	chr2	155923918	155923960	+	186	NA	intron (NM_001355441, intron 1 of 9)	B1_Mm|SINE|Alu	6371	NM_018888	56046	Mm.158827	NM_018888	ENSMUSG00000005882	Uqcc1	2310079L17Rik|2410003P15Rik|3110038N19Rik|Bfzb|Bfzp|Cbp3|Uqcc	ubiquinol-cytochrome c reductase complex assembly factor 1	protein-coding
tal1_peak_749	chr16	32527919	32527961	+	186	NA	Intergenic	B1_Mus2|SINE|Alu	31659	NM_199309	245308	Mm.76859	NM_199309	ENSMUSG00000052363	Zdhhc19	Gm1744|Gm616	zinc finger, DHHC domain containing 19	protein-coding
tal1_peak_396	chr12	75753164	75753202	+	186	NA	Intergenic	PB1D11|SINE|Alu	-17454	NM_030750	81535	Mm.280199	NM_030750	ENSMUSG00000021054	Sgpp1	AI463453|SPP|SPP1|Spph1	sphingosine-1-phosphate phosphatase 1	protein-coding
tal1_peak_2111	chr9	115377993	115378030	+	186	NA	Intergenic	PB1D10|SINE|Alu	-3808	NR_130329	100316675		NR_130329	ENSMUSG00000080409	Mir467h	Mirn467h|mmu-mir-467h	microRNA 467h	ncRNA
tal1_peak_134	chr10	11321897	11321934	+	186	NA	Intergenic	B1F1|SINE|Alu	-21530	NM_010146	13853	Mm.89946	NM_010146	ENSMUSG00000055493	Epm2a	TG-B|Tg(TcraK,TcrbK)TG-BFlv	epilepsy, progressive myoclonic epilepsy, type 2 gene alpha	protein-coding
tal1_peak_627	chr14	65246750	65246794	+	186	NA	intron (NM_021458, intron 2 of 6)	B1_Mur3|SINE|Alu	15691	NM_021458	14365	Mm.214687	NM_021458	ENSMUSG00000007989	Fzd3	AU020229|D930050A07Rik|Fz3	frizzled class receptor 3	protein-coding
tal1_peak_1224	chr3	95272125	95272161	+	186	NA	intron (NM_173347, intron 1 of 7)	B1F|SINE|Alu	9933	NM_173347	229589	Mm.14155	NM_173347	ENSMUSG00000015711	Prune1	9230112O05Rik|C130058A12|DRES-17|HTCD37|PRUNEM1|Prune|Prune-M1	prune exopolyphosphatase	protein-coding
tal1_peak_2397	chrX	87899454	87899490	+	186	NA	intron (NM_001160403, intron 1 of 10)	7SLRNA|srpRNA|srpRNA	216476	NM_001160403	331461	Mm.121680	NM_001160403	ENSMUSG00000052372	Il1rapl1	6330532G10Rik|C030039N24|IL1R8|IL1RAPL|IL1RAPL-1|MRX34|OPHN4|TIGIRR-2	interleukin 1 receptor accessory protein-like 1	protein-coding
tal1_peak_1499	chr5	143565386	143565426	+	186	NA	TTS (NM_026050)	TTS (NM_026050)	16686	NM_026050	67238	Mm.383219	NM_026050	ENSMUSG00000118332	Fam220a	1500026F15Rik|2810453I06Rik|AW047776|Acpin1|Sipar	family with sequence similarity 220, member A	protein-coding
tal1_peak_413	chr12	87186898	87186941	+	186	NA	intron (NM_001033475, intron 1 of 5)	PB1|SINE|Alu	13310	NM_001033475	382620	Mm.374912	NM_001033475	ENSMUSG00000034111	Tmed8	6430595O10Rik|AI447224|Gm1184|Mem1	transmembrane p24 trafficking protein 8	protein-coding
tal1_peak_920	chr18	41898450	41898485	+	186	NA	intron (NM_029942, intron 5 of 6)	B1_Mus1|SINE|Alu	52727	NM_029942	77619	Mm.30649	NM_029942	ENSMUSG00000056671	Prelid2	1700003A01Rik|C330008K14Rik	PRELI domain containing 2	protein-coding
tal1_peak_621	chr14	57660206	57660244	+	186	NA	intron (NM_001368697, intron 1 of 23)	B1_Mur2|SINE|Alu	5013	NR_160870	57258	Mm.202747	NM_020506	ENSMUSG00000021952	Xpo4	B430309A01Rik|mKIAA1721	exportin 4	protein-coding
tal1_peak_1491	chr5	137317265	137317303	+	186	NA	intron (NM_001359611, intron 14 of 14)	PB1D11|SINE|Alu	-3043	NM_011639	22051	Mm.27063	NM_011639	ENSMUSG00000023348	Trip6	-	thyroid hormone receptor interactor 6	protein-coding
tal1_peak_2352	chrX	36952656	36952696	+	186	NA	intron (NM_001359140, intron 3 of 10)	PB1|SINE|Alu	37019	NM_001177324	56526	Mm.260036	NM_019942	ENSMUSG00000050379	Sept6	2810035H17Rik|C920001C06Rik|Sep6|mKIAA0128	septin 6	protein-coding
tal1_peak_1235	chr3	104427547	104427588	+	186	NA	Intergenic	PB1|SINE|Alu	84351	NM_001025067	269473	Mm.34855	NM_001025067	ENSMUSG00000032913	Lrig2	4632419I10Rik|BB096938|LIG-2	leucine-rich repeats and immunoglobulin-like domains 2	protein-coding
tal1_peak_777	chr16	87427191	87427226	+	186	NA	intron (NM_001081068, intron 2 of 29)	B1F2|SINE|Alu	5398	NM_001081068	78913	Mm.249005	NM_001081068	ENSMUSG00000052299	Ltn1	4930528H02Rik|AV266914|C87237|Listerin|Rnf160|Zfp294	listerin E3 ubiquitin protein ligase 1	protein-coding
tal1_peak_1369	chr4	148473381	148473420	+	186	NA	intron (NM_020009, intron 19 of 57)	PB1|SINE|Alu	24818	NM_020009	56717	Mm.21158	NM_020009	ENSMUSG00000028991	Mtor	2610315D21Rik|AI327068|FRAP|FRAP2|Frap1|RAFT1|RAPT1|flat	mechanistic target of rapamycin kinase	protein-coding
tal1_peak_1540	chr6	33853993	33854030	+	186	NA	intron (NM_009148, intron 13 of 17)	PB1D11|SINE|Alu	-175437	NM_028886	74354	Mm.127952	NM_028886	ENSMUSG00000056215	Lrguk	4921528H16Rik	leucine-rich repeats and guanylate kinase domain containing	protein-coding
tal1_peak_909	chr18	25414718	25414757	+	186	NA	intron (NM_001033532, intron 9 of 10)	L1Md_F2|LINE|L1	245717	NM_001033532	225289	Mm.391081	NM_001033532	ENSMUSG00000033632	AW554918	4921538P22|AI461742|Kiaa1328|mKIAA1328	expressed sequence AW554918	protein-coding
tal1_peak_2348	chrX	20627567	20627608	+	186	NA	intron (NM_001358905, intron 2 of 21)	B1_Mm|SINE|Alu	-9968	NM_001358624	104130	Mm.30084	NM_019435	ENSMUSG00000031059	Ndufb11	CI-ESSS|D5Bwg0566e|D5Bwg0577e|NP15.6|Np15|p15.6	NADH:ubiquinone oxidoreductase subunit B11	protein-coding
tal1_peak_318	chr11	101369319	101369356	+	186	NA	intron (NM_008061, intron 1 of 4)	B1F|SINE|Alu	1621	NM_008061	14377	Mm.18064	NM_008061	ENSMUSG00000078650	G6pc	AW107337|G6Pase|G6pt|Glc-6-Pase	glucose-6-phosphatase, catalytic	protein-coding
tal1_peak_313	chr11	100220915	100220953	+	186	NA	Intergenic	PB1|SINE|Alu	-13424	NM_001313956	16664	Mm.439898	NM_016958	ENSMUSG00000045545	Krt14	AI626930|CK-14|K14|Krt-1.14|Krt1-14	keratin 14	protein-coding
tal1_peak_129	chr10	3557504	3557545	+	186	NA	Intergenic	PB1D11|SINE|Alu	17250	NM_027391	70337	Mm.24153	NM_027391	ENSMUSG00000019762	Iyd	0610009A07Rik|AI265638|Dehal1|IYD-1	iodotyrosine deiodinase	protein-coding
tal1_peak_322	chr11	102270553	102270589	+	184	NA	intron (NM_148953, intron 1 of 4)	B1_Mus2|SINE|Alu	1820	NM_148953	217217	Mm.216432	NM_148953	ENSMUSG00000034768	Asb16	-	ankyrin repeat and SOCS box-containing 16	protein-coding
tal1_peak_1691	chr7	99125108	99125152	+	181	NA	intron (NM_178635, intron 1 of 14)	PB1D9|SINE|Alu	16014	NM_178635	78610	Mm.323072	NM_178635	ENSMUSG00000035354	Uvrag	9530039D02Rik|AI648770|BB124205|Uvrag1|Uvragl	UV radiation resistance associated gene	protein-coding
tal1_peak_1263	chr3	149317227	149317268	+	181	NA	Intergenic	PB1|SINE|Alu	42510	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
tal1_peak_346	chr11	117843154	117843200	+	181	NA	Intergenic	B1_Mus2|SINE|Alu	-6060	NM_009689	11799	Mm.8552	NM_009689	ENSMUSG00000017716	Birc5	AAC-11|Api4|TIAP|survivin40	baculoviral IAP repeat-containing 5	protein-coding
tal1_peak_925	chr18	49653685	49653726	+	181	NA	Intergenic	B1_Mus2|SINE|Alu	101896	NM_001170960	68857	Mm.96010	NM_026854	ENSMUSG00000024505	Dtwd2	1190002H09Rik|8030470C17Rik|AI414673|BB115449	DTW domain containing 2	protein-coding
