PeakID (cmd=annotatePeaks.pl shared_peaks.bed mm10 -annStats shared_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_150	chr10	75353832	75354149	+	118	NA	Intergenic	HAL1|LINE|L1	1935	NR_033602	544707	Mm.349862	NR_033602	ENSMUSG00000112471	Gm5779	EG544707	ribosomal protein, large, P0 pseudogene	pseudo
lmo2_peak_205	chr11	4008707	4008953	+	118	NA	Intergenic	Intergenic	18897	NM_001177691	53897	Mm.103414	NM_016922	ENSMUSG00000049721	Gal3st1	Cst|Gcst	galactose-3-O-sulfotransferase 1	protein-coding
lmo2_peak_244	chr11	53345441	53345741	+	118	NA	Intergenic	Intergenic	-5176	NM_033565	93736	Mm.395281	NM_033565	ENSMUSG00000049470	Aff4	AF5Q31|Alf4|Laf4l|MCEF	AF4/FMR2 family, member 4	protein-coding
lmo2_peak_1523	chr7	87734533	87734846	+	118	NA	intron (NM_001081414, intron 3 of 9)	L1VL4|LINE|L1	150521	NM_001143834	108071	Mm.235018	NM_001033224	ENSMUSG00000049583	Grm5	6430542K11Rik|AI850523|Glu5R|Gprc1e|mGluR5|mGluR5b	glutamate receptor, metabotropic 5	protein-coding
lmo2_peak_418	chr13	28556445	28556762	+	118	NA	intron (NR_045053, intron 7 of 8)	MIRc|SINE|MIR	154270	NR_105787	102466635		NR_105787	ENSMUSG00000099158	Mir6368	Gm27800|mmu-mir-6368	microRNA 6368	ncRNA
lmo2_peak_526	chr14	31404087	31404286	+	118	NA	intron (NM_011894, intron 3 of 8)	RMER5|LTR|ERV1	13491	NM_001347585	24056	Mm.383198	NM_011894	ENSMUSG00000021892	Sh3bp5	AI606498|SH3BP-5|Sab	SH3-domain binding protein 5 (BTK-associated)	protein-coding
lmo2_peak_541	chr14	55392411	55392653	+	118	NA	Intergenic	Intergenic	-86226	NM_001037938	28200	Mm.27427	NM_030686	ENSMUSG00000022210	Dhrs4	AI043103|AI790593|CR|D14Ucla2|NDRD|PHCR|PSCD|RRD|mouNRDR	dehydrogenase/reductase (SDR family) member 4	protein-coding
lmo2_peak_1372	chr5	140208759	140209071	+	118	NA	intron (NM_001359025, intron 10 of 17)	intron (NM_001359025, intron 10 of 17)	-33997	NM_001359027	17120	Mm.27250	NM_010752	ENSMUSG00000029554	Mad1l1	AI173502|AW550425|Mad1	MAD1 mitotic arrest deficient 1-like 1	protein-coding
lmo2_peak_1444	chr6	88203102	88203329	+	118	NA	intron (NM_001355253, intron 4 of 5)	intron (NM_001355253, intron 4 of 5)	4551	NM_008090	14461	Mm.491156	NM_008090	ENSMUSG00000015053	Gata2	Gata-2	GATA binding protein 2	protein-coding
lmo2_peak_522	chr14	27167336	27167636	+	118	NA	intron (NM_001289686, intron 2 of 12)	intron (NM_001289686, intron 2 of 12)	23493	NM_001289686	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
lmo2_peak_561	chr14	87754820	87755150	+	118	NA	Intergenic	Intergenic	338402	NM_001253755	219249	Mm.35168	NM_172605	ENSMUSG00000022019	Tdrd3	4732418C03Rik|6720468N18	tudor domain containing 3	protein-coding
lmo2_peak_536	chr14	47522476	47522693	+	118	NA	intron (NR_027414, intron 4 of 5)	intron (NR_027414, intron 4 of 5)	45850	NM_172599	100504663	Mm.287279	NM_172599	ENSMUSG00000037526	Atg14	4832427M01|Atg14L|D14Ertd114e|D14Ertd436e	autophagy related 14	protein-coding
lmo2_peak_1691	chr8	108606769	108607024	+	117	NA	Intergenic	Intergenic	-22219	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
lmo2_peak_256	chr11	62660937	62661239	+	117	NA	intron (NM_175002, intron 1 of 1)	intron (NM_175002, intron 1 of 1)	12424	NM_175002	216829	Mm.295306	NM_175002	ENSMUSG00000048497	Mmgt2	AI852046	membrane magnesium transporter 2	protein-coding
lmo2_peak_937	chr2	33843238	33843478	+	117	NA	intron (NM_175184, intron 2 of 9)	intron (NM_175184, intron 2 of 9)	37542	NR_045729	320482	Mm.442057	NR_045729	ENSMUSG00000086484	Nron	A630071L07Rik|Gm24353	non-protein coding RNA, repressor of NFAT	ncRNA
lmo2_peak_1513	chr7	76256370	76256517	+	117	NA	intron (NM_001199224, intron 1 of 22)	intron (NM_001199224, intron 1 of 22)	26556	NM_001199224	244071	Mm.322829	NM_172902	ENSMUSG00000025754	Agbl1	Ccp4|D430020F16|EG244071|Nna1-l1	ATP/GTP binding protein-like 1	protein-coding
lmo2_peak_14	chr1	44410284	44410546	+	117	NA	Intergenic	Intergenic	-141256	NM_028450	70676	Mm.133132	NM_027506	ENSMUSG00000056870	Gulp1	3110030A04Rik|5730529O06Rik|CED-6|Ced6|GULP|Gulp-2	GULP, engulfment adaptor PTB domain containing 1	protein-coding
lmo2_peak_1137	chr3	138893411	138893810	+	117	NA	intron (NR_121195, intron 3 of 7)	intron (NR_121195, intron 3 of 7)	151402	NR_121195	56224	Mm.31927	NM_019571	ENSMUSG00000028152	Tspan5	2810455A09Rik|4930505M03Rik|NET-4|Tm4sf9	tetraspanin 5	protein-coding
lmo2_peak_1760	chr9	21313461	21313735	+	112	NA	Intergenic	Intergenic	-1265	NM_009678	11768	Mm.22239	NM_009678	ENSMUSG00000003309	Ap1m2	D9Ertd818e|[m]1B|mu1B	adaptor protein complex AP-1, mu 2 subunit	protein-coding
lmo2_peak_1120	chr3	105701457	105701620	+	111	NA	Intergenic	Intergenic	-3061	NM_175398	109050	Mm.212591	NM_175398	ENSMUSG00000048458	Inka2	6530418L21Rik|Fam212b	inka box actin regulator 2	protein-coding
lmo2_peak_1683	chr8	91712547	91712713	+	110	NA	Intergenic	Intergenic	89024	NM_001253822	16373	Mm.238044	NM_008393	ENSMUSG00000031734	Irx3	AI894186	Iroquois related homeobox 3	protein-coding
lmo2_peak_1327	chr5	93239944	93240341	+	106	NA	Intergenic	RLTR18B|LTR|ERVK	-27431	NM_007635	12452	Mm.3527	NM_007635	ENSMUSG00000029385	Ccng2	-	cyclin G2	protein-coding
lmo2_peak_143	chr10	66864510	66864778	+	106	NA	Intergenic	Intergenic	55740	NR_138561	68488	Mm.338835	NR_138560		1110002J07Rik	-	RIKEN cDNA 1110002J07 gene	ncRNA
lmo2_peak_1074	chr3	27073988	27074258	+	106	NA	Intergenic	Intergenic	79731	NM_007900	13605	Mm.261453	NM_007900	ENSMUSG00000027699	Ect2	AI528536	ect2 oncogene	protein-coding
lmo2_peak_1020	chr2	127451735	127451964	+	106	NA	Intergenic	Intergenic	-7284	NM_029629	68126	Mm.288676	NM_029629	ENSMUSG00000027371	Fahd2a	1500003K14Rik|B430104H02Rik|Cgi-105|Fahd2	fumarylacetoacetate hydrolase domain containing 2A	protein-coding
lmo2_peak_265	chr11	70638901	70639176	+	106	NA	promoter-TSS (NM_010326)	promoter-TSS (NM_010326)	-84	NM_010326	14723	Mm.377085	NM_010326	ENSMUSG00000050675	Gp1ba	GP-Ib alpha|GPIba|GPIbalpha	glycoprotein 1b, alpha polypeptide	protein-coding
lmo2_peak_18	chr1	63453258	63453769	+	106	NA	intron (NM_011780, intron 2 of 25)	intron (NM_011780, intron 2 of 25)	7622	NM_011780	23792	Mm.124892	NM_011780	ENSMUSG00000025964	Adam23	AW046396|MDC3	a disintegrin and metallopeptidase domain 23	protein-coding
lmo2_peak_875	chr19	37561600	37561865	+	106	NA	intron (NM_175353, intron 1 of 21)	intron (NM_175353, intron 1 of 21)	11314	NM_175353	107371	Mm.24865	NM_175353	ENSMUSG00000053799	Exoc6	4833405E05Rik|AW413330|C430002C19|Sec15|Sec15l1|hbd|msec15	exocyst complex component 6	protein-coding
lmo2_peak_711	chr16	92883897	92884056	+	106	NA	Intergenic	Intergenic	-57902	NM_001111021	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
lmo2_peak_564	chr14	103804401	103804589	+	106	NA	Intergenic	L1_Mur3|LINE|L1	39206	NM_001276296	13618	Mm.229532	NM_007904	ENSMUSG00000022122	Ednrb	ET-B|ET-BR|ETR-b|ETb|Sox10m1	endothelin receptor type B	protein-coding
lmo2_peak_1896	chrX	53000021	53000365	+	106	NA	intron (NM_013556, intron 2 of 8)	intron (NM_013556, intron 2 of 8)	12115	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_236	chr11	50224848	50225076	+	106	NA	promoter-TSS (NM_145926)	promoter-TSS (NM_145926)	-373	NM_145926	103534	Mm.86759	NM_145926	ENSMUSG00000036620	Mgat4b	AA407995|GnTIVb	mannoside acetylglucosaminyltransferase 4, isoenzyme B	protein-coding
lmo2_peak_1402	chr6	32534034	32534269	+	106	NA	intron (NM_175750, intron 1 of 31)	MamRep605|LTR?|LTR?	23010	NR_040277	319849	Mm.440860	NR_040277	ENSMUSG00000086763	Plxna4os1	B230378P21Rik	plexin A4, opposite strand 1	ncRNA
lmo2_peak_428	chr13	42301355	42301604	+	106	NA	promoter-TSS (NM_010104)	promoter-TSS (NM_010104)	3	NM_010104	13614	Mm.14543	NM_010104	ENSMUSG00000021367	Edn1	ET-1|PPET1|preproET	endothelin 1	protein-coding
lmo2_peak_1293	chr5	27248704	27248954	+	106	NA	intron (NM_207282, intron 1 of 25)	intron (NM_207282, intron 1 of 25)	-13106	NM_001136060	13483	Mm.42078	NM_010075	ENSMUSG00000061576	Dpp6	B930011P16Rik|D5Buc3|D5Buc4|D5Buc5|DPP VI|Dpp-6|Gm1377|In(5)6H-p|Peplb|Rw	dipeptidylpeptidase 6	protein-coding
lmo2_peak_919	chr2	16683085	16683231	+	106	NA	intron (NM_026162, intron 9 of 13)	7SLRNA|srpRNA|srpRNA	326854	NM_026162	67448	Mm.313938	NM_026162	ENSMUSG00000026748	Plxdc2	1200007L24Rik|5430431D22Rik|AI646728|AU022916|AV231634|Tem7r	plexin domain containing 2	protein-coding
lmo2_peak_175	chr10	93441602	93441894	+	106	NA	Intergenic	B4|SINE|B4	8641	NR_106161	102465791		NR_106161	ENSMUSG00000098679	Mir7688	Gm27874|mmu-mir-7688	microRNA 7688	ncRNA
lmo2_peak_310	chr11	106382638	106382867	+	106	NA	promoter-TSS (NM_010494)	promoter-TSS (NM_010494)	29	NM_010494	15896	Mm.394	NM_010494	ENSMUSG00000001029	Icam2	CD102|Icam-2|Ly-60	intercellular adhesion molecule 2	protein-coding
lmo2_peak_162	chr10	81106489	81106787	+	106	NA	intron (NM_001358539, intron 1 of 10)	intron (NM_001358539, intron 1 of 10)	723	NM_023138	26396	Mm.275436	NM_023138	ENSMUSG00000035027	Map2k2	AA589381|MEK2|MK2|Prkmk2	mitogen-activated protein kinase kinase 2	protein-coding
lmo2_peak_1583	chr8	3106263	3106562	+	102	NA	Intergenic	ERVB7_3-LTR_MM|LTR|ERVK	173205	NM_001330056	16337	Mm.268003	NM_010568	ENSMUSG00000005534	Insr	4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B	insulin receptor	protein-coding
lmo2_peak_545	chr14	63335222	63335429	+	101	NA	Intergenic	Intergenic	81862	NM_007549	12143	Mm.3962	NM_007549	ENSMUSG00000014453	Blk	-	B lymphoid kinase	protein-coding
lmo2_peak_809	chr18	24071123	24071331	+	101	NA	Intergenic	RLTR1D|LTR|ERV1	-50414	NM_021559	59057	Mm.417427	NM_021559	ENSMUSG00000051469	Zfp24	3526401F17Rik|5033419P20Rik|AI480505|AI642085|AL024422|KOX17|ZF-12|Zfp191|Znf24	zinc finger protein 24	protein-coding
lmo2_peak_457	chr13	62691983	62692277	+	100	NA	Intergenic	Intergenic	-67948	NM_173381	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
lmo2_peak_482	chr13	95965301	95965597	+	96	NA	intron (NM_029210, intron 12 of 12)	intron (NM_029210, intron 12 of 12)	-73527	NM_027711	544963	Mm.38878	NM_027711	ENSMUSG00000021676	Iqgap2	4933417J23Rik|A630053O10|AI788777	IQ motif containing GTPase activating protein 2	protein-coding
lmo2_peak_509	chr14	9393372	9393584	+	96	NA	Intergenic	Intergenic	-490617	NR_030680	100042415	Mm.235938	NR_030680	ENSMUSG00000089686	Mnd1-ps	Gm3833	Mnd1 retrotransposed pseudogene	pseudo
lmo2_peak_1532	chr7	99594463	99594652	+	96	NA	intron (NM_178220, intron 10 of 14)	intron (NM_178220, intron 10 of 14)	32546	NM_001195529	100503386	Mm.180719	NM_001195529	ENSMUSG00000096606	Tpbgl	EG245190|Gm4980	trophoblast glycoprotein-like	protein-coding
lmo2_peak_1575	chr7	142456790	142457052	+	95	NA	Intergenic	Intergenic	-3891	NM_001271510	16985	Mm.234003	NM_019391	ENSMUSG00000018819	Lsp1	Lsp-1|WP34|p50|pp52	lymphocyte specific 1	protein-coding
lmo2_peak_1565	chr7	131812735	131812904	+	95	NA	Intergenic	Intergenic	-153641	NM_173410	233919	Mm.208740	NM_173410	ENSMUSG00000040125	Gpr26	9630036A11Rik|A730021D22	G protein-coupled receptor 26	protein-coding
lmo2_peak_463	chr13	72196097	72196409	+	95	NA	Intergenic	Intergenic	-232530	NM_010573	16371	Mm.316056	NM_010573	ENSMUSG00000060969	Irx1	-	Iroquois homeobox 1	protein-coding
lmo2_peak_1233	chr4	125897803	125898113	+	95	NA	intron (NR_015560, intron 2 of 5)	intron (NR_015560, intron 2 of 5)	24445	NR_015560	72395	Mm.112888	NR_015560	ENSMUSG00000085562	2610028E06Rik	BB043107	RIKEN cDNA 2610028E06 gene	ncRNA
lmo2_peak_596	chr15	58594839	58595076	+	95	NA	exon (NM_001370912, exon 20 of 41)	exon (NM_001370912, exon 20 of 41)	84909	NM_001370912	631797		NM_001370912	ENSMUSG00000037106	Fer1l6	EG631797	fer-1-like 6 (C. elegans)	protein-coding
lmo2_peak_1803	chr9	62265412	62265629	+	95	NA	Intergenic	Intergenic	16659	NM_025721	66712	Mm.263615	NM_025721	ENSMUSG00000046846	Spesp1	4921508E09Rik|AI428149	sperm equatorial segment protein 1	protein-coding
lmo2_peak_1845	chr9	102924687	102925133	+	95	NA	Intergenic	Intergenic	-83577	NM_033314	24059	Mm.207106	NM_033314	ENSMUSG00000032548	Slco2a1	2310021C19Rik|Pgt|Slc21a2	solute carrier organic anion transporter family, member 2a1	protein-coding
lmo2_peak_660	chr16	12697459	12697729	+	94	NA	Intergenic	Intergenic	-113796	NR_040507	75493	Mm.396146	NR_040507	ENSMUSG00000101565	1700003L19Rik	-	RIKEN cDNA 1700003L19 gene	ncRNA
lmo2_peak_357	chr12	52276381	52276636	+	94	NA	intron (NM_029760, intron 7 of 10)	intron (NM_029760, intron 7 of 10)	178762	NM_029760	76826	Mm.244781	NM_029760	ENSMUSG00000035142	Nubpl	2410170E07Rik	nucleotide binding protein-like	protein-coding
lmo2_peak_177	chr10	95012256	95012489	+	94	NA	Intergenic	MLTR14|LTR|ERV1	-67527	NM_018797	54712	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding
lmo2_peak_1473	chr6	129425902	129426098	+	94	NA	TTS (NM_175526)	TTS (NM_175526)	17138	NM_001205365	232414	Mm.391518	NM_172732	ENSMUSG00000046080	Clec9a	9830005G06Rik|DNGR-1	C-type lectin domain family 9, member a	protein-coding
lmo2_peak_9	chr1	38767146	38767508	+	94	NA	Intergenic	Intergenic	69360	NM_001029878	381338	Mm.487137	NM_028403	ENSMUSG00000048814	Lonrf2	2900060P06Rik|AI851349	LON peptidase N-terminal domain and ring finger 2	protein-coding
lmo2_peak_811	chr18	24197220	24197478	+	94	NA	Intergenic	ERVL-B4-int|LTR|ERVL	-7995	NM_013814	14423	Mm.30249	NM_013814	ENSMUSG00000000420	Galnt1	-	polypeptide N-acetylgalactosaminyltransferase 1	protein-coding
lmo2_peak_405	chr12	117989241	117989532	+	94	NA	intron (NM_010060, intron 55 of 81)	intron (NM_010060, intron 55 of 81)	145525	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
lmo2_peak_339	chr12	17021080	17021371	+	94	NA	Intergenic	RLTR1D|LTR|ERV1	-9498	NM_001201333	73667	Mm.159048	NM_001201332	ENSMUSG00000071398	2410004P03Rik	-	RIKEN cDNA 2410004P03 gene	protein-coding
lmo2_peak_1642	chr8	61177775	61177995	+	94	NA	Intergenic	L2c|LINE|L2	-46286	NM_021506	59009	Mm.27949	NM_021506	ENSMUSG00000031642	Sh3rf1	2200003J05Rik|Posh|R75531|Sh3md2	SH3 domain containing ring finger 1	protein-coding
lmo2_peak_153	chr10	77215764	77215944	+	94	NA	Intergenic	Intergenic	43369	NR_026944	100169878	Mm.420901	NR_026944	ENSMUSG00000078444	Gm10941	-	predicted gene 10941	ncRNA
lmo2_peak_185	chr10	111919436	111919832	+	94	NA	Intergenic	Intergenic	-45258	NR_046029	629206	Mm.391444	NR_046029	ENSMUSG00000112533	Gm20758	-	predicted gene, 20758	ncRNA
lmo2_peak_67	chr1	135204708	135204946	+	94	NA	Intergenic	Intergenic	-37146	NM_134438	171469	Mm.272290	NM_134438	ENSMUSG00000026424	Gpr37l1	AW047233|CAG-18|D0Kist8	G protein-coupled receptor 37-like 1	protein-coding
lmo2_peak_1312	chr5	52655043	52655287	+	94	NA	intron (NM_172490, intron 8 of 10)	PB1|SINE|Alu	14536	NM_172490	211006	Mm.244719	NM_172490	ENSMUSG00000029173	Sepsecs	AA986712|D5Ertd135e|SLA|SecS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	protein-coding
lmo2_peak_1053	chr2	166684080	166684273	+	94	NA	intron (NM_177782, intron 1 of 39)	intron (NM_177782, intron 1 of 39)	29656	NM_177782	277360	Mm.34420	NM_177782	ENSMUSG00000039621	Prex1	G630042G04|P-REX1|Setd6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein-coding
lmo2_peak_1578	chr7	143006465	143006682	+	94	NA	intron (NM_001128080, intron 2 of 8)	intron (NM_001128080, intron 2 of 8)	914	NM_020286	27027	Mm.28172	NM_020286	ENSMUSG00000000244	Tspan32	AW208513|Art-1|BB235973|D7Wsu37e|Phemx|Tssc6	tetraspanin 32	protein-coding
lmo2_peak_1504	chr7	46696838	46697084	+	94	NA	intron (NM_030233, intron 9 of 11)	intron (NM_030233, intron 9 of 11)	13690	NM_030233	78935	Mm.289866	NM_030233	ENSMUSG00000006763	Saal1	5031425D22Rik|SPACIA1	serum amyloid A-like 1	protein-coding
lmo2_peak_586	chr15	36898399	36898586	+	89	NA	Intergenic	Intergenic	-101563	NM_001253806	22631	Mm.3360	NM_011740	ENSMUSG00000022285	Ywhaz	1110013I11Rik|14-3-3zeta|AI596267|AL022924|AU020854	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	protein-coding
lmo2_peak_448	chr13	51848773	51848977	+	89	NA	TTS (NM_011817)	TTS (NM_011817)	2200	NM_011817	23882	Mm.281298	NM_011817	ENSMUSG00000021453	Gadd45g	AI327420|C86281|CR6|DDIT2|OIG37	growth arrest and DNA-damage-inducible 45 gamma	protein-coding
lmo2_peak_1043	chr2	160640712	160641097	+	89	NA	Intergenic	Intergenic	-4993	NM_009408	21969	Mm.217233	NM_009408	ENSMUSG00000070544	Top1	AI467334|D130064I21Rik|Top-1	topoisomerase (DNA) I	protein-coding
lmo2_peak_790	chr17	83906675	83907042	+	86	NA	Intergenic	Intergenic	-52440	NR_155490	320021	Mm.379475	NR_155490		C430042M11Rik	-	RIKEN cDNA C430042M11 gene	ncRNA
lmo2_peak_1177	chr4	52429540	52429726	+	85	NA	TTS (NR_045175)	TTS (NR_045175)	9331	NR_045175	72648	Mm.391869	NR_045175	ENSMUSG00000085763	Smc2os	2700081L22Rik	structural maintenance of chromosomes 2, opposite strand	ncRNA
lmo2_peak_1847	chr9	107369846	107370011	+	83	NA	Intergenic	Intergenic	29288	NM_175486	235599	Mm.71039	NM_175486	ENSMUSG00000037977	6430571L13Rik	-	RIKEN cDNA 6430571L13 gene	protein-coding
lmo2_peak_1875	chrX	46910711	46910934	+	83	NA	Intergenic	RMER1A|Other|Other	581815	NM_028514	73360	Mm.60929	NM_028514	ENSMUSG00000046615	Actrt1	1700061J02Rik|Arp-T1	actin-related protein T1	protein-coding
lmo2_peak_1313	chr5	52990848	52991060	+	83	NA	intron (NR_040413, intron 1 of 2)	intron (NR_040413, intron 1 of 2)	1338	NR_040413	75954	Mm.258937	NR_040413	ENSMUSG00000106352	5033403H07Rik	-	RIKEN cDNA 5033403H07 gene	ncRNA
lmo2_peak_1706	chr8	119972618	119972829	+	83	NA	Intergenic	B4A|SINE|B4	-19715	NM_001310635	78892	Mm.264680	NM_030209	ENSMUSG00000031825	Crispld2	1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp	cysteine-rich secretory protein LCCL domain containing 2	protein-coding
lmo2_peak_204	chr11	4007795	4007994	+	83	NA	Intergenic	Intergenic	17961	NM_001177691	53897	Mm.103414	NM_016922	ENSMUSG00000049721	Gal3st1	Cst|Gcst	galactose-3-O-sulfotransferase 1	protein-coding
lmo2_peak_166	chr10	84260702	84260929	+	83	NA	Intergenic	Intergenic	-160118	NR_152790	102637349	Mm.402869	NR_152790	ENSMUSG00000111049	Gm34184	-	predicted gene, 34184	ncRNA
lmo2_peak_1058	chr2	170657554	170657763	+	83	NA	Intergenic	Intergenic	-55641	NR_027825	67637	Mm.158163	NM_026287	ENSMUSG00000043583	4930470P17Rik	-	RIKEN cDNA 4930470P17 gene	ncRNA
lmo2_peak_342	chr12	17601237	17601513	+	83	NA	Intergenic	Intergenic	56502	NM_013614	18263	Mm.34102	NM_013614	ENSMUSG00000011179	Odc1	ODC	ornithine decarboxylase, structural 1	protein-coding
lmo2_peak_1724	chr8	122287018	122287296	+	83	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	5016	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
lmo2_peak_1348	chr5	119613581	119613739	+	83	NA	Intergenic	Intergenic	-12282	NR_046178	330183	Mm.413133	NR_046178	ENSMUSG00000085708	Gm16063	G630008E18	predicted gene 16063	ncRNA
lmo2_peak_432	chr13	43253630	43253821	+	83	NA	intron (NM_001033399, intron 1 of 1)	Charlie5|DNA|hAT-Charlie	50447	NM_001033399	328232	Mm.441399	NM_001033399	ENSMUSG00000051335	Gfod1	9630032O13|AI850995	glucose-fructose oxidoreductase domain containing 1	protein-coding
lmo2_peak_1601	chr8	12387022	12387174	+	83	NA	intron (NR_027975, intron 1 of 7)	intron (NR_027975, intron 1 of 7)	1327	NR_027975	434280	Mm.447484	NM_001013812	ENSMUSG00000047935	Sox1ot	EG434280|Gm5607	Sox1 overlapping transcript	ncRNA
lmo2_peak_559	chr14	76775540	76775809	+	83	NA	Intergenic	Intergenic	15543	NR_153763	73883	Mm.489041	NR_153763		4930431P22Rik	-	RIKEN cDNA 4930431P22 gene	ncRNA
lmo2_peak_1097	chr3	79907342	79907511	+	83	NA	intron (NM_133187, intron 1 of 3)	intron (NM_133187, intron 1 of 3)	21496	NM_133187	68659	Mm.427274	NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|AV011458|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding
lmo2_peak_1814	chr9	66311654	66311915	+	83	NA	Intergenic	Intergenic	-38666	NM_145617	235439	Mm.244179	NM_145617	ENSMUSG00000038664	Herc1	2810449H11Rik|B230218H07|D130015N03Rik|tbl	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
lmo2_peak_950	chr2	52938803	52939004	+	83	NA	intron (NM_172409, intron 1 of 26)	intron (NM_172409, intron 1 of 26)	81035	NM_172409	71409	Mm.394427	NM_172409	ENSMUSG00000036053	Fmnl2	5430425K04Rik|Man	formin-like 2	protein-coding
lmo2_peak_456	chr13	62657154	62657307	+	77	NA	Intergenic	Intergenic	-33048	NM_173381	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
lmo2_peak_1164	chr4	40309811	40310012	+	77	NA	Intergenic	RLTR30D2_MM|LTR|ERV1	-3321	NR_040663	75819	Mm.399244	NR_040663	ENSMUSG00000087137	4930509K18Rik	-	RIKEN cDNA 4930509K18 gene	ncRNA
lmo2_peak_1775	chr9	33101318	33101584	+	74	NA	Intergenic	Intergenic	-172485	NR_131058	330917	Mm.488283	NR_131058		Gm27162	A430016B06	predicted gene 27162	ncRNA
lmo2_peak_877	chr19	37719218	37719642	+	74	NA	Intergenic	Intergenic	21622	NM_007811	13082	Mm.42230	NM_007811	ENSMUSG00000024987	Cyp26a1	Cyp26|P450RA|P450RAI|RAH	cytochrome P450, family 26, subfamily a, polypeptide 1	protein-coding
lmo2_peak_682	chr16	37895084	37895281	+	74	NA	Intergenic	L1VL2|LINE|L1	-21314	NM_153394	239845	Mm.228018	NM_153394	ENSMUSG00000046961	Gpr156	Gababl	G protein-coupled receptor 156	protein-coding
lmo2_peak_625	chr15	80582995	80583286	+	74	NA	intron (NM_001289442, intron 1 of 7)	intron (NM_001289442, intron 1 of 7)	10543	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding
lmo2_peak_576	chr15	8661936	8662150	+	72	NA	intron (NM_148938, intron 3 of 9)	intron (NM_148938, intron 3 of 9)	48764	NM_148938	20512	Mm.204834	NM_148938	ENSMUSG00000005360	Slc1a3	AI504299|B430115D02Rik|Eaat1|GLAST|GLAST-1|GLU-T|GluT-1|Gmt1|MGluT1	solute carrier family 1 (glial high affinity glutamate transporter), member 3	protein-coding
lmo2_peak_1392	chr6	16870133	16870346	+	72	NA	intron (NM_031198, intron 1 of 6)	intron (NM_031198, intron 1 of 6)	28202	NM_031198	21426	Mm.36217	NM_031198	ENSMUSG00000029553	Tfec	BB107417|Tcfec|bHLHe34	transcription factor EC	protein-coding
lmo2_peak_1692	chr8	108724840	108725211	+	72	NA	intron (NM_007496, intron 1 of 9)	intron (NM_007496, intron 1 of 9)	10381	NM_007496	11906	Mm.416972	NM_007496	ENSMUSG00000038872	Zfhx3	A230102L03Rik|Atbf1|Sci|WBP9|mKIAA4228	zinc finger homeobox 3	protein-coding
lmo2_peak_789	chr17	83113718	83113885	+	72	NA	Intergenic	Intergenic	-35576	NR_045094	100503434	Mm.187281	NR_045094	ENSMUSG00000117399	Gm19689	-	predicted gene, 19689	ncRNA
lmo2_peak_1886	chrX	52959641	52960297	+	72	NA	Intergenic	Lx9|LINE|L1	-28109	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
